Player,Team,Number,Position,Height,Weight,Last Attended,Country
A.J.Green,MIL,20,G,195.58,86.18248,Northern Iowa,USA
DannyGreen,MEM,14,G,198.12,97.52228,North Carolina,USA
DraymondGreen,GSW,23,F,198.12,104.32616,Michigan State,USA
JaMychalGreen,GSW,1,F-C,205.74,102.965384,Alabama,USA
JalenGreen,HOU,4,G,193.04,84.368112,NBA G League Ignite,USA
JavonteGreen,CHI,24,G-F,195.58,92.98636,Radford,USA
JeffGreen,DEN,32,F,203.2,106.59412,Georgetown,USA
JoshGreen,DAL,8,G,200.66,90.7184,Arizona,Australia
AJGriffin,ATL,14,F,198.12,99.79024,Duke,USA
BlakeGriffin,BOS,91,F,205.74,113.398,Oklahoma,USA
QuentinGrimes,NYK,6,G,195.58,95.25431999999999,Houston,USA
RuiHachimura,WAS,8,F,203.2,104.32616,Gonzaga,Japan
TyreseHaliburton,IND,0,G,195.58,83.91452,Iowa State,USA
JordanHall,SAS,55,G,200.66,97.52228,St. Joseph's (PA),USA
R.J.Hampton,ORL,13,G,193.04,79.3786,New Zealand Breakers,USA
TimHardaway Jr.,DAL,11,G-F,195.58,92.98636,Michigan,USA
JamesHarden,PHI,1,G,195.58,99.79024,Arizona State,USA
JadenHardy,DAL,3,G,190.5,89.811216,NBA G League Ignite,USA
RonHarper Jr.,TOR,8,F,195.58,111.13004,Rutgers,USA
MontrezlHarrell,PHI,5,F-C,200.66,108.86207999999999,Louisville,USA
GaryHarris,ORL,14,G,193.04,95.25431999999999,Michigan State,USA
JoeHarris,BKN,12,G-F,198.12,99.79024,Virginia,USA
KevonHarris,ORL,7,G,198.12,97.975872,Stephen F. Austin,USA
TobiasHarris,PHI,12,F,200.66,102.511792,Tennessee,USA
JoshHart,POR,11,G,193.04,97.52228,Villanova,USA
IsaiahHartenstein,NYK,55,C-F,213.36,113.398,Zalgiris,Germany
UdonisHaslem,MIA,40,F,200.66,106.59412,Florida,USA
SamHauser,BOS,30,F,200.66,98.429464,Virginia,USA
JaxsonHayes,NOP,10,C-F,213.36,99.79024,Texas,USA
KillianHayes,DET,7,G,195.58,88.45044,Ratiopharm Ulm,France
GordonHayward,CHA,20,F,200.66,102.0582,Butler,USA
JuanchoHernangomez,TOR,41,F,205.74,97.068688,Estudiantes,Spain
WillyHernangomez,NOP,9,C-F,210.82,113.398,Cajasol Sevilla,Spain
TylerHerro,MIA,14,G,195.58,88.45044,Kentucky,USA
BuddyHield,IND,24,G,193.04,99.79024,Oklahoma,Bahamas
HaywoodHighsmith,MIA,24,F,195.58,99.79024,Wheeling Jesuit,USA
GeorgeHill,MIL,3,G,193.04,85.275296,Indiana-Purdue Indianapolis,USA
MalcolmHill,CHI,14,F,198.12,99.79024,Illinois,USA
AaronHoliday,ATL,3,G,182.88,83.91452,UCLA,USA
JrueHoliday,MIL,21,G,195.58,92.98636,UCLA,USA
JustinHoliday,ATL,8,F-G,198.12,81.64656,Washington,USA
RichaunHolmes,SAC,22,F,203.2,106.59412,Bowling Green,USA
ChetHolmgren,OKC,7,C-F,215.9,88.45044,Gonzaga,USA
AlHorford,BOS,42,C-F,205.74,108.86207999999999,Florida,Dominican Republic
TalenHorton-Tucker,UTA,0,G,193.04,106.140528,Iowa State,USA
DanuelHouse Jr.,PHI,25,F-G,198.12,99.79024,Texas A&M,USA
CalebHoustan,ORL,2,G,203.2,92.98636,Michigan,Canada
TrevorHudgins,HOU,12,G,182.88,81.64656,Northwest Missouri State,USA
KevinHuerter,SAC,9,G-F,200.66,89.811216,Maryland,USA
FeronHunt,NYK,44,F,203.2,88.45044,Southern Methodist,USA
De'AndreHunter,ATL,12,F-G,203.2,100.243832,Virginia,USA
BonesHyland,DEN,3,G,187.96,76.657048,Virginia Commonwealth,USA
SergeIbaka,MIL,25,F,210.82,106.59412,Ricoh Manresa,Republic of the Congo
AndreIguodala,GSW,9,G-F,198.12,97.52228,Arizona,USA
JoeIngles,MIL,7,F-G,205.74,99.79024,Maccabi Tel Aviv,Australia
BrandonIngram,NOP,14,F,203.2,86.18248,Duke,USA
KyrieIrving,BKN,11,G,187.96,88.45044,Duke,Australia
JonathanIsaac,ORL,1,F,208.28,104.32616,Florida State,USA
JadenIvey,DET,23,G,193.04,88.45044,Purdue,USA
IsaiahJackson,IND,22,F,205.74,92.98636,Kentucky,USA
JustinJackson,BOS,44,F,203.2,99.79024,North Carolina,USA
ReggieJackson,LAC,1,G,187.96,94.347136,Boston College,USA
JarenJackson Jr.,MEM,13,F-C,208.28,109.76926399999999,Michigan State,USA
LeBronJames,LAL,6,F,205.74,113.398,St. Vincent-St. Mary HS (OH),USA
TyJerome,GSW,10,G-F,195.58,88.45044,Virginia,USA
IsaiahJoe,OKC,11,G,190.5,74.84268,Arkansas,USA
CameronJohnson,PHX,23,F,203.2,95.25431999999999,North Carolina,USA
JalenJohnson,ATL,1,F,203.2,99.336648,Duke,USA
JamesJohnson,IND,16,F,200.66,108.86207999999999,Wake Forest,USA
KeldonJohnson,SAS,3,F-G,195.58,99.79024,Kentucky,USA
KeonJohnson,POR,6,G,190.5,83.91452,Tennessee,USA
NikolaJokic,DEN,15,C,210.82,128.820128,Mega Basket,Serbia
DamianJones,LAL,30,C,210.82,111.13004,Vanderbilt,USA
HerbertJones,NOP,5,F,200.66,93.439952,Alabama,USA
KaiJones,CHA,23,C-F,210.82,100.243832,Texas,Bahamas
TreJones,SAS,33,G,185.42000000000002,83.91452,Duke,USA
TyusJones,MEM,21,G,187.96,88.904032,Duke,USA
DerrickJones Jr.,CHI,5,F,198.12,95.25431999999999,UNLV,USA
DeAndreJordan,DEN,6,C,210.82,120.20188,Texas A&M,USA
CoryJoseph,DET,18,G,190.5,90.7184,Texas,Canada
NikolaJovic,MIA,5,F,208.28,92.98636, ,Serbia
JohnnyJuzang,UTA,33,G,198.12,94.80072799999999,UCLA,USA
MfionduKabengele,BOS,27,C,208.28,113.398,Florida State,Canada
FrankKaminsky,ATL,0,F-C,213.36,108.86207999999999,Wisconsin,USA
TrevorKeels,NYK,3,G,193.04,100.243832,Duke,USA
LukeKennard,LAC,5,G,195.58,93.439952,Duke,USA
GeorgeHill,MIL,3,G,193.04,85.275296,Indiana-Purdue Indianapolis,USA
MalcolmHill,CHI,14,F,198.12,99.79024,Illinois,USA
AaronHoliday,ATL,3,G,182.88,83.91452,UCLA,USA
JrueHoliday,MIL,21,G,195.58,92.98636,UCLA,USA
JustinHoliday,ATL,8,F-G,198.12,81.64656,Washington,USA
RichaunHolmes,SAC,22,F,203.2,106.59412,Bowling Green,USA
ChetHolmgren,OKC,7,C-F,215.9,88.45044,Gonzaga,USA
AlHorford,BOS,42,C-F,205.74,108.86207999999999,Florida,Dominican Republic
TalenHorton-Tucker,UTA,0,G,193.04,106.140528,Iowa State,USA
DanuelHouse Jr.,PHI,25,F-G,198.12,99.79024,Texas A&M,USA
CalebHoustan,ORL,2,G,203.2,92.98636,Michigan,Canada
TrevorHudgins,HOU,12,G,182.88,81.64656,Northwest Missouri State,USA
KevinHuerter,SAC,9,G-F,200.66,89.811216,Maryland,USA
FeronHunt,NYK,44,F,203.2,88.45044,Southern Methodist,USA
De'AndreHunter,ATL,12,F-G,203.2,100.243832,Virginia,USA
BonesHyland,DEN,3,G,187.96,76.657048,Virginia Commonwealth,USA
SergeIbaka,MIL,25,F,210.82,106.59412,Ricoh Manresa,Republic of the Congo
AndreIguodala,GSW,9,G-F,198.12,97.52228,Arizona,USA
JoeIngles,MIL,7,F-G,205.74,99.79024,Maccabi Tel Aviv,Australia
BrandonIngram,NOP,14,F,203.2,86.18248,Duke,USA
KyrieIrving,BKN,11,G,187.96,88.45044,Duke,Australia
JonathanIsaac,ORL,1,F,208.28,104.32616,Florida State,USA
JadenIvey,DET,23,G,193.04,88.45044,Purdue,USA
IsaiahJackson,IND,22,F,205.74,92.98636,Kentucky,USA
JustinJackson,BOS,44,F,203.2,99.79024,North Carolina,USA
ReggieJackson,LAC,1,G,187.96,94.347136,Boston College,USA
JarenJackson Jr.,MEM,13,F-C,208.28,109.76926399999999,Michigan State,USA
LeBronJames,LAL,6,F,205.74,113.398,St. Vincent-St. Mary HS (OH),USA
TyJerome,GSW,10,G-F,195.58,88.45044,Virginia,USA
IsaiahJoe,OKC,11,G,190.5,74.84268,Arkansas,USA
CameronJohnson,PHX,23,F,203.2,95.25431999999999,North Carolina,USA
JalenJohnson,ATL,1,F,203.2,99.336648,Duke,USA
JamesJohnson,IND,16,F,200.66,108.86207999999999,Wake Forest,USA
KeldonJohnson,SAS,3,F-G,195.58,99.79024,Kentucky,USA
KeonJohnson,POR,6,G,190.5,83.91452,Tennessee,USA
NikolaJokic,DEN,15,C,210.82,128.820128,Mega Basket,Serbia
DamianJones,LAL,30,C,210.82,111.13004,Vanderbilt,USA
HerbertJones,NOP,5,F,200.66,93.439952,Alabama,USA
KaiJones,CHA,23,C-F,210.82,100.243832,Texas,Bahamas
TreJones,SAS,33,G,185.42000000000002,83.91452,Duke,USA
TyusJones,MEM,21,G,187.96,88.904032,Duke,USA
DerrickJones Jr.,CHI,5,F,198.12,95.25431999999999,UNLV,USA
DeAndreJordan,DEN,6,C,210.82,120.20188,Texas A&M,USA
CoryJoseph,DET,18,G,190.5,90.7184,Texas,Canada
NikolaJovic,MIA,5,F,208.28,92.98636, ,Serbia
JohnnyJuzang,UTA,33,G,198.12,94.80072799999999,UCLA,USA
MfionduKabengele,BOS,27,C,208.28,113.398,Florida State,Canada
FrankKaminsky,ATL,0,F-C,213.36,108.86207999999999,Wisconsin,USA
TrevorKeels,NYK,3,G,193.04,100.243832,Duke,USA
LukeKennard,LAC,5,G,195.58,93.439952,Duke,USA
WalkerKessler,UTA,24,C,213.36,111.13004,Auburn,USA
BraxtonKey,DET,8,F,203.2,102.0582,Virginia,USA
CoreyKispert,WAS,24,F,198.12,101.604608,Gonzaga,USA
MaxiKleber,DAL,42,F,208.28,108.86207999999999,Bayern Munich,Germany
NathanKnight,MIN,13,F-C,203.2,114.758776,William & Mary,USA
KevinKnox II,DET,20,F,200.66,97.52228,Kentucky,USA
ChristianKoloko,TOR,35,C,213.36,104.32616,Arizona,Cameroon
JohnKonchar,MEM,46,G,195.58,95.25431999999999,Indiana-Purdue Fort Wayne,USA
FurkanKorkmaz,PHI,30,G-F,200.66,91.625584,Anadolu Efes,Turkey
LukeKornet,BOS,40,C-F,218.44,113.398,Vanderbilt,USA
VitKrejci,ATL,27,G,203.2,88.45044,Zaragoza,Czech Republic
JonathanKuminga,GSW,00,F,200.66,102.0582,NBA G League Ignite,DRC
KyleKuzma,WAS,33,F,205.74,100.243832,Utah,USA
JakeLaRavia,MEM,3,F,200.66,106.59412,Wake Forest,USA
ZachLaVine,CHI,8,G-F,195.58,90.7184,UCLA,USA
AnthonyLamb,GSW,40,F,198.12,102.965384,Vermont,USA
JockLandale,PHX,11,C,210.82,115.66596,St. Mary's,Australia
RomeoLangford,SAS,35,G-F,195.58,97.975872,Indiana,USA
CarisLeVert,CLE,3,G,198.12,92.98636,Michigan,USA
DamionLee,PHX,10,G-F,195.58,95.25431999999999,Drexel,USA
AlexLen,SAC,25,C,218.44,113.398,Maryland,Ukraine
KawhiLeonard,LAC,2,F,200.66,102.0582,San Diego State,USA
KiraLewis Jr.,NOP,13,G,185.42000000000002,77.11064,Alabama,USA
E.J.Liddell,NOP,,F,198.12,108.86207999999999,Ohio State,USA
DamianLillard,POR,0,G,187.96,88.45044,Weber State,USA
NassirLittle,POR,10,F-G,195.58,99.79024,North Carolina,USA
IsaiahLivers,DET,12,F,198.12,105.233344,Michigan,USA
KennethLofton Jr.,MEM,6,F,198.12,124.7378,Louisiana Tech,USA
KevonLooney,GSW,5,F,205.74,100.697424,UCLA,USA
BrookLopez,MIL,11,C,215.9,127.912944,Stanford,USA
RobinLopez,CLE,33,C,213.36,127.459352,Stanford,USA
KevinLove,CLE,0,F-C,203.2,113.851592,UCLA,USA
KyleLowry,MIA,7,G,182.88,88.904032,Villanova,USA
TreyLyles,SAC,41,F,205.74,106.140528,Kentucky,Canada
TheoMaledon,CHA,9,G,195.58,79.3786,Asvel,France
SandroMamukelashvili,MIL,54,F-C,208.28,108.86207999999999,Seton Hall,Georgia
TeranceMann,LAC,14,G-F,195.58,97.52228,Florida State,USA
TreMann,OKC,23,G,190.5,80.739376,Florida,USA
BobanMarjanovic,HOU,51,C,223.52,131.54167999999999,Crvena zvezda,Serbia
LauriMarkkanen,UTA,23,F-C,213.36,108.86207999999999,Arizona,Finland
NajiMarshall,NOP,8,F,200.66,99.79024,Xavier,USA
CalebMartin,MIA,16,F,195.58,92.98636,Nevada,USA
CodyMartin,CHA,11,F,198.12,92.98636,Nevada,USA
TyreseMartin,ATL,22,G,198.12,97.52228,Connecticut,USA
KenyonMartin Jr.,HOU,6,F,200.66,97.52228,IMG Academy (FL),USA
GarrisonMathews,HOU,25,G,198.12,97.52228,Lipscomb,USA
BennedictMathurin,IND,00,G-F,195.58,95.25431999999999,Arizona,USA
WesleyMatthews,MIL,23,G,195.58,99.79024,Marquette,USA
TyreseMaxey,PHI,0,G,187.96,90.7184,Kentucky,USA
MilesMcBride,NYK,2,G,187.96,88.45044,West Virginia,USA
WalkerKessler,UTA,24,C,213.36,111.13004,Auburn,USA
BraxtonKey,DET,8,F,203.2,102.0582,Virginia,USA
CoreyKispert,WAS,24,F,198.12,101.604608,Gonzaga,USA
MaxiKleber,DAL,42,F,208.28,108.86207999999999,Bayern Munich,Germany
NathanKnight,MIN,13,F-C,203.2,114.758776,William & Mary,USA
KevinKnox II,DET,20,F,200.66,97.52228,Kentucky,USA
ChristianKoloko,TOR,35,C,213.36,104.32616,Arizona,Cameroon
JohnKonchar,MEM,46,G,195.58,95.25431999999999,Indiana-Purdue Fort Wayne,USA
FurkanKorkmaz,PHI,30,G-F,200.66,91.625584,Anadolu Efes,Turkey
LukeKornet,BOS,40,C-F,218.44,113.398,Vanderbilt,USA
VitKrejci,ATL,27,G,203.2,88.45044,Zaragoza,Czech Republic
JonathanKuminga,GSW,00,F,200.66,102.0582,NBA G League Ignite,DRC
KyleKuzma,WAS,33,F,205.74,100.243832,Utah,USA
JakeLaRavia,MEM,3,F,200.66,106.59412,Wake Forest,USA
ZachLaVine,CHI,8,G-F,195.58,90.7184,UCLA,USA
AnthonyLamb,GSW,40,F,198.12,102.965384,Vermont,USA
JockLandale,PHX,11,C,210.82,115.66596,St. Mary's,Australia
RomeoLangford,SAS,35,G-F,195.58,97.975872,Indiana,USA
CarisLeVert,CLE,3,G,198.12,92.98636,Michigan,USA
DamionLee,PHX,10,G-F,195.58,95.25431999999999,Drexel,USA
AlexLen,SAC,25,C,218.44,113.398,Maryland,Ukraine
KawhiLeonard,LAC,2,F,200.66,102.0582,San Diego State,USA
KiraLewis Jr.,NOP,13,G,185.42000000000002,77.11064,Alabama,USA
E.J.Liddell,NOP,,F,198.12,108.86207999999999,Ohio State,USA
DamianLillard,POR,0,G,187.96,88.45044,Weber State,USA
NassirLittle,POR,10,F-G,195.58,99.79024,North Carolina,USA
IsaiahLivers,DET,12,F,198.12,105.233344,Michigan,USA
KennethLofton Jr.,MEM,6,F,198.12,124.7378,Louisiana Tech,USA
KevonLooney,GSW,5,F,205.74,100.697424,UCLA,USA
BrookLopez,MIL,11,C,215.9,127.912944,Stanford,USA
RobinLopez,CLE,33,C,213.36,127.459352,Stanford,USA
KevinLove,CLE,0,F-C,203.2,113.851592,UCLA,USA
KyleLowry,MIA,7,G,182.88,88.904032,Villanova,USA
TreyLyles,SAC,41,F,205.74,106.140528,Kentucky,Canada
TheoMaledon,CHA,9,G,195.58,79.3786,Asvel,France
SandroMamukelashvili,MIL,54,F-C,208.28,108.86207999999999,Seton Hall,Georgia
TeranceMann,LAC,14,G-F,195.58,97.52228,Florida State,USA
TreMann,OKC,23,G,190.5,80.739376,Florida,USA
BobanMarjanovic,HOU,51,C,223.52,131.54167999999999,Crvena zvezda,Serbia
LauriMarkkanen,UTA,23,F-C,213.36,108.86207999999999,Arizona,Finland
NajiMarshall,NOP,8,F,200.66,99.79024,Xavier,USA
CalebMartin,MIA,16,F,195.58,92.98636,Nevada,USA
CodyMartin,CHA,11,F,198.12,92.98636,Nevada,USA
TyreseMartin,ATL,22,G,198.12,97.52228,Connecticut,USA
KenyonMartin Jr.,HOU,6,F,200.66,97.52228,IMG Academy (FL),USA
GarrisonMathews,HOU,25,G,198.12,97.52228,Lipscomb,USA
BennedictMathurin,IND,00,G-F,195.58,95.25431999999999,Arizona,USA
WesleyMatthews,MIL,23,G,195.58,99.79024,Marquette,USA
TyreseMaxey,PHI,0,G,187.96,90.7184,Kentucky,USA
MilesMcBride,NYK,2,G,187.96,88.45044,West Virginia,USA
CJMcCollum,NOP,3,G,190.5,86.18248,Lehigh,USA
T.J.McConnell,IND,9,G,185.42000000000002,86.18248,Arizona,USA
JadenMcDaniels,MIN,3,F,205.74,83.91452,Washington,USA
JalenMcDaniels,CHA,6,F-C,205.74,92.98636,San Diego State,USA
DougMcDermott,SAS,17,F,198.12,102.0582,Creighton,USA
JaValeMcGee,DAL,00,C-F,213.36,122.46984,Nevada,USA
BryceMcGowens,CHA,7,G,198.12,79.3786,Nebraska,USA
RodneyMcGruder,DET,17,G,193.04,92.98636,Kansas State,USA
JordanMcLaughlin,MIN,6,G,182.88,83.91452,Southern California,USA
De'AnthonyMelton,PHI,8,G,187.96,90.7184,Southern California,USA
ChimezieMetu,SAC,7,F-C,205.74,102.0582,Southern California,USA
KhrisMiddleton,MIL,22,F,200.66,100.697424,Texas A&M,USA
PattyMills,BKN,8,G,182.88,81.64656,St. Mary's,Australia
ShakeMilton,PHI,18,G-F,195.58,92.98636,Southern Methodist,USA
JoshMinott,MIN,8,F,203.2,92.98636,Memphis,USA
DavionMitchell,SAC,15,G,182.88,91.625584,Baylor,USA
DonovanMitchell,CLE,45,G,185.42000000000002,97.52228,Louisville,USA
EvanMobley,CLE,4,C,210.82,97.52228,Southern California,USA
IsaiahMobley,CLE,15,F,203.2,107.954896,Southern California,USA
ChimaMoneke,SAC,19,F,195.58,101.151016,California-Davis,Nigeria
MalikMonk,SAC,0,G,190.5,90.7184,Kentucky,USA
MosesMoody,GSW,4,G,195.58,95.707912,Arkansas,USA
WendellMoore Jr.,MIN,7,G,195.58,97.52228,Duke,USA
JaMorant,MEM,12,G,187.96,78.925008,Murray State,USA
MarkieffMorris,BKN,13,F,205.74,111.13004,Kansas,USA
MonteMorris,WAS,22,G,187.96,83.007336,Iowa State,USA
MarcusMorris Sr.,LAC,8,F,203.2,98.883056,Kansas,USA
TreyMurphy III,NOP,25,F,203.2,93.439952,Virginia,USA
DejounteMurray,ATL,5,G,195.58,81.64656,Washington,USA
JamalMurray,DEN,27,G,193.04,97.52228,Kentucky,Canada
KeeganMurray,SAC,13,F,203.2,102.0582,Iowa,USA
MikeMuscala,OKC,33,F-C,210.82,108.86207999999999,Bucknell,USA
SviMykhailiuk,NYK,17,G-F,200.66,92.98636,Kansas,Ukraine
LarryNance Jr.,NOP,22,F-C,203.2,111.13004,Wyoming,USA
AndrewNembhard,IND,2,G-F,190.5,86.636072,Gonzaga,Canada
AaronNesmith,IND,23,G-F,195.58,97.52228,Vanderbilt,USA
RaulNeto,CLE,19,G,187.96,81.64656,Murcia,Brazil
GeorgesNiang,PHI,20,F,200.66,104.32616,Iowa State,USA
DaishenNix,HOU,15,G,193.04,102.511792,NBA G League Ignite,USA
ZekeNnaji,DEN,22,F-C,205.74,108.86207999999999,Arizona,USA
NerlensNoel,DET,3,C-F,208.28,99.79024,Kentucky,USA
JaylenNowell,MIN,4,G,193.04,91.171992,Washington,USA
FrankNtilikina,DAL,21,G,193.04,90.7184,Strasbourg IG,France
KendrickNunn,LAL,12,G,190.5,86.18248,Oakland,USA
JusufNurkic,POR,27,C,213.36,131.54167999999999,Cedevita,Bosnia and Herzegovina
JordanNwora,MIL,13,F,205.74,102.0582,Louisville,USA
RoyceO'Neale,BKN,00,F,198.12,102.511792,Baylor,USA
ChumaOkeke,ORL,3,F,203.2,103.872568,Auburn,USA
JoshOkogie,PHX,2,G,193.04,96.615096,Georgia Tech,Nigeria
OnyekaOkongwu,ATL,17,F-C,205.74,108.86207999999999,Southern California,USA
CJMcCollum,NOP,3,G,190.5,86.18248,Lehigh,USA
T.J.McConnell,IND,9,G,185.42000000000002,86.18248,Arizona,USA
JadenMcDaniels,MIN,3,F,205.74,83.91452,Washington,USA
JalenMcDaniels,CHA,6,F-C,205.74,92.98636,San Diego State,USA
DougMcDermott,SAS,17,F,198.12,102.0582,Creighton,USA
JaValeMcGee,DAL,00,C-F,213.36,122.46984,Nevada,USA
BryceMcGowens,CHA,7,G,198.12,79.3786,Nebraska,USA
RodneyMcGruder,DET,17,G,193.04,92.98636,Kansas State,USA
JordanMcLaughlin,MIN,6,G,182.88,83.91452,Southern California,USA
De'AnthonyMelton,PHI,8,G,187.96,90.7184,Southern California,USA
ChimezieMetu,SAC,7,F-C,205.74,102.0582,Southern California,USA
KhrisMiddleton,MIL,22,F,200.66,100.697424,Texas A&M,USA
PattyMills,BKN,8,G,182.88,81.64656,St. Mary's,Australia
ShakeMilton,PHI,18,G-F,195.58,92.98636,Southern Methodist,USA
JoshMinott,MIN,8,F,203.2,92.98636,Memphis,USA
DavionMitchell,SAC,15,G,182.88,91.625584,Baylor,USA
DonovanMitchell,CLE,45,G,185.42000000000002,97.52228,Louisville,USA
EvanMobley,CLE,4,C,210.82,97.52228,Southern California,USA
IsaiahMobley,CLE,15,F,203.2,107.954896,Southern California,USA
ChimaMoneke,SAC,19,F,195.58,101.151016,California-Davis,Nigeria
MalikMonk,SAC,0,G,190.5,90.7184,Kentucky,USA
MosesMoody,GSW,4,G,195.58,95.707912,Arkansas,USA
WendellMoore Jr.,MIN,7,G,195.58,97.52228,Duke,USA
JaMorant,MEM,12,G,187.96,78.925008,Murray State,USA
MarkieffMorris,BKN,13,F,205.74,111.13004,Kansas,USA
MonteMorris,WAS,22,G,187.96,83.007336,Iowa State,USA
MarcusMorris Sr.,LAC,8,F,203.2,98.883056,Kansas,USA
TreyMurphy III,NOP,25,F,203.2,93.439952,Virginia,USA
DejounteMurray,ATL,5,G,195.58,81.64656,Washington,USA
JamalMurray,DEN,27,G,193.04,97.52228,Kentucky,Canada
KeeganMurray,SAC,13,F,203.2,102.0582,Iowa,USA
MikeMuscala,OKC,33,F-C,210.82,108.86207999999999,Bucknell,USA
SviMykhailiuk,NYK,17,G-F,200.66,92.98636,Kansas,Ukraine
LarryNance Jr.,NOP,22,F-C,203.2,111.13004,Wyoming,USA
